Filename,Frame,Time (mins),Type,Period,Period time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),Image row,Image col,OpCode,TapeReader,Depth,Comment,Full Species Name,Family,Genus,Species,Code,Number,Stage,Activity,Comment,Location,Site,Year
MAH00093_R.MP4,10219,5.6829,Point,T4,0.0923,,,,,,,,,,,613,920,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Scaridae Scarus rubroviolaceus,Scaridae,Scarus,rubroviolaceus,37386028,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,11984,6.6644,Point,T4,1.0739,,,,,,,,,,,328,1425,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Scaridae Scarus rubroviolaceus,Scaridae,Scarus,rubroviolaceus,37386028,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,1435,0.798,Point,T1,0.5884,,,,,,,,,,,877,1830,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Scaridae unknown sp,Scaridae,unknown,sp,37386000,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,4223,2.3485,Point,T2,0.0884,,,,,,,,,,,735,1193,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae Aethaloperca rogaa,Serranidae,Aethaloperca,rogaa,37311134,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7500,4.1708,Point,T3,0.1374,,,,,,,,,,,902,1145,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae Cephalopholis argus,Serranidae,Cephalopholis,argus,37311082,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,6345,3.5285,Point,T2,1.2685,,,,,,,,,,,931,1574,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae Cephalopholis nigripinnis,Serranidae,Cephalopholis,nigripinnis,37311205,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,9225,5.1301,Point,T3,1.0967,,,,,,,,,,,866,1217,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae Cephalopholis nigripinnis,Serranidae,Cephalopholis,nigripinnis,37311205,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,10869,6.0444,Point,T4,0.4538,,,,,,,,,,,619,1273,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae Cephalopholis nigripinnis,Serranidae,Cephalopholis,nigripinnis,37311205,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,10289,5.7218,Point,T4,0.1312,,,,,,,,,,,970,67,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae Plectropomus sp,Serranidae,Plectropomus,sp,37311940,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,4156,2.3112,Point,T2,0.0512,,,,,,,,,,,743,1460,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Serranidae unknown sp,Serranidae,unknown,sp,37311954,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,478,0.2658,Point,T1,0.0562,,,,,,,,,,,768,998,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,478,0.2658,Point,T1,0.0562,,,,,,,,,,,754,1070,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,832,0.4627,Point,T1,0.253,,,,,,,,,,,564,1466,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,832,0.4627,Point,T1,0.253,,,,,,,,,,,577,1490,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,3053,1.6978,Point,T1,1.4882,,,,,,,,,,,518,1203,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,3053,1.6978,Point,T1,1.4882,,,,,,,,,,,562,1335,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,3053,1.6978,Point,T1,1.4882,,,,,,,,,,,418,438,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,4303,2.3929,Point,T2,0.1329,,,,,,,,,,,513,331,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,5162,2.8706,Point,T2,0.6106,,,,,,,,,,,421,658,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,5162,2.8706,Point,T2,0.6106,,,,,,,,,,,474,836,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,5656,3.1454,Point,T2,0.8853,,,,,,,,,,,605,795,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,6302,3.5046,Point,T2,1.2446,,,,,,,,,,,897,1606,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,6751,3.7543,Point,T2,1.4943,,,,,,,,,,,842,1029,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,6751,3.7543,Point,T2,1.4943,,,,,,,,,,,856,1065,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,6751,3.7543,Point,T2,1.4943,,,,,,,,,,,808,1209,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7253,4.0335,Point,T3,0,,,,,,,,,,,827,1413,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7253,4.0335,Point,T3,0,,,,,,,,,,,585,1178,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7253,4.0335,Point,T3,0,,,,,,,,,,,625,1085,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7753,4.3115,Point,T3,0.2781,,,,,,,,,,,599,1087,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7771,4.3215,Point,T3,0.2881,,,,,,,,,,,521,1455,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,7957,4.425,Point,T3,0.3915,,,,,,,,,,,558,1548,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,8172,4.5445,Point,T3,0.5111,,,,,,,,,,,714,1651,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,8442,4.6947,Point,T3,0.6612,,,,,,,,,,,713,167,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,8541,4.7497,Point,T3,0.7163,,,,,,,,,,,555,1247,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,8688,4.8315,Point,T3,0.798,,,,,,,,,,,475,1242,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,9342,5.1952,Point,T3,1.1617,,,,,,,,,,,535,1246,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,9528,5.2986,Point,T3,1.2652,,,,,,,,,,,410,1197,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,9568,5.3209,Point,T3,1.2874,,,,,,,,,,,393,1551,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,10053,5.5906,Point,T4,0,,,,,,,,,,,533,863,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,10053,5.5906,Point,T4,0,,,,,,,,,,,538,907,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,10053,5.5906,Point,T4,0,,,,,,,,,,,510,452,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,11829,6.5782,Point,T4,0.9877,,,,,,,,,,,384,895,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,11829,6.5782,Point,T4,0.9877,,,,,,,,,,,385,906,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00093_R.MP4,11829,6.5782,Point,T4,0.9877,,,,,,,,,,,272,1602,BIOT_7097_DOV_11_SouthBrother_19May2018,Lauren Peel,8 m,,Zanclidae Zanclus cornutus,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,,South Brother,NA,2018
MAH00085_L.MP4,7462,4.1497,3DPoint,T2,1.6311,,19.412,1.171,6066.927,19.602,,,543.21,1970.357,-5712.287,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,  ,,,,,500,AD,Passing,Baitfish (Estimated #),Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2787,1.5499,3DPoint,T1,1.3703,257.263,13.651,9.111,3458.772,23.844,62.264,25.469,-1074.136,-895.06,-3163.574,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucocheilus,Acanthuridae,Acanthurus,leucocheilus,37437053,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,338,0.188,3DPoint,T1,0.0083,,2.454,2.141,2156.302,29.261,,,-857.08,-610.538,-1882.099,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,387,0.2152,3DPoint,T1,0.0356,126.311,12.548,15.017,3922.982,28.387,33.127,4.99,-1727.667,-702.585,-3451.28,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,399,0.2219,3DPoint,T1,0.0423,,14.07,9.285,5490.985,2.623,,,-249.23,-23.4,-5485.276,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,407,0.2263,3DPoint,T1,0.0467,140.056,6.146,6.744,2939.703,3.547,22.821,0.323,149.834,103.09,-2934.071,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,422,0.2347,3DPoint,T1,0.0551,141.366,8.592,18.283,3865.172,7.874,18.439,13.833,-471.269,-241.392,-3828.732,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,565,0.3142,3DPoint,T1,0.1346,,18.562,26.032,6176.046,22.714,,,-2369.894,-257.513,-5697.441,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,700,0.3893,3DPoint,T1,0.2097,,30.904,29.401,8192.492,4.968,,,-351.424,-603.707,-8162.657,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,743,0.4132,3DPoint,T1,0.2336,173.763,14.401,19.868,5135.732,21.474,18.36,38.202,-1754.308,-676.091,-4779.231,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,807,0.4488,3DPoint,T1,0.2692,189.579,12.596,18.886,4176.402,14.676,26.989,24.024,455.01,-955.259,-4040.146,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,930,0.5172,3DPoint,T1,0.3376,,21.146,20.486,6828.489,30.764,,,-3193.265,-1406.125,-5869.764,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1024,0.5695,3DPoint,T1,0.3898,,22.712,29.301,6626.595,23.045,,,-2239.217,-1300.095,-6099.789,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1024,0.5695,3DPoint,T1,0.3898,,31.386,33.909,8216.326,5.469,,,315.457,-704.085,-8180.023,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1041,0.5789,3DPoint,T1,0.3993,,38.195,35.052,8616.131,21.55,,,3133.867,-428.881,-8014.527,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1056,0.5873,3DPoint,T1,0.4076,,35.265,47.367,8615.936,7.471,,,-659.658,-892.381,-8544.172,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1124,0.6251,3DPoint,T1,0.4454,,11.909,18.179,4620.34,21.837,,,1381.615,-1015.518,-4290.385,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1162,0.6462,3DPoint,T1,0.4666,,30.391,33.421,7639.197,18.749,,,2405.41,-481.84,-7234.581,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1162,0.6462,3DPoint,T1,0.4666,,13.421,21.759,4986.15,19.261,,,1554.606,-530.029,-4707.861,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1367,0.7602,3DPoint,T1,0.5806,,17.171,26.333,5739.282,15.828,,,1539.272,-276.281,-5522.108,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1561,0.8681,3DPoint,T1,0.6885,189.211,7.285,19.112,3630.539,17.197,18.807,23.827,373.889,-1006.207,-3468.222,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1603,0.8914,3DPoint,T1,0.7118,,30.573,34.95,8182.596,3.988,,,259.286,-494.001,-8163.554,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1628,0.9053,3DPoint,T1,0.7257,,24.729,22.334,7291.179,30.43,,,3685.22,-227.753,-6287.175,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1783,0.9915,3DPoint,T1,0.8119,194.492,14.456,19.876,4992.708,28.563,6.2,32.527,2287.836,-681.376,-4385.05,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1799,1.0004,3DPoint,T1,0.8208,,15.5,1.06,5913.22,32.766,,,3192.388,-217.232,-4972.69,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,Not in RHS camera,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1865,1.0371,3DPoint,T1,0.8575,,45.242,34.896,9463.791,21.832,,,-3254.331,-1326.677,-8787.07,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1873,1.0416,3DPoint,T1,0.862,,31.865,29.887,8063.925,9.732,,,-995.444,-919.071,-7949.294,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,1937,1.0772,3DPoint,T1,0.8976,,27.205,30.421,7367.485,14.334,,,-1718.889,-599.09,-7139.072,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2257,1.2551,3DPoint,T1,1.0755,,14.803,13.988,5218.376,27.096,,,1992.675,-1288.517,-4647.625,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2420,1.3458,3DPoint,T1,1.1662,,9.334,19.184,4153.545,28.386,,,1662.107,-1060.454,-3655.787,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2430,1.3514,3DPoint,T1,1.1717,184.061,9.566,19.347,4842.417,6.079,13.068,21.823,402.055,-318.268,-4815.191,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2549,1.4175,3DPoint,T1,1.2379,,26.13,22.875,7148.558,13.588,,,-1268.242,-1090.356,-6950.149,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2549,1.4175,3DPoint,T1,1.2379,,24.353,24.135,7108.018,8.496,,,-941.982,-453.492,-7030.713,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2594,1.4426,3DPoint,T1,1.2629,,26.361,30.342,7177.973,13.9,,,1671.379,-413.584,-6968.409,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2778,1.5449,3DPoint,T1,1.3653,,10.43,21.506,4632.092,4.505,,,181.165,-308.41,-4618.262,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2854,1.5871,3DPoint,T1,1.4075,,11.211,23.405,4565.305,24.628,,,1800.435,-608.341,-4150.947,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2912,1.6194,3DPoint,T1,1.4398,,27.512,25.909,7505.875,9.411,,,-993.762,-708.788,-7405.958,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,2976,1.655,3DPoint,T1,1.4754,,37.511,36.872,9202.518,2.326,,,-270.612,-243.363,-9195.319,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
MAH00085_L.MP4,3028,1.6839,3DPoint,T1,1.5043,,62.158,48.332,11074.029,15.787,,,2975.352,490.365,-10655.559,,,BIOT_7097_DOV_13_PerosBanhos_IlPouleN_2018,Lauren Peel,8 m,,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Peros Banhos,Il Poule - N,2018
